run_id,ts,equity,drawdown,returns
TrendFollowing_v1.0_EURUSD_0,2026-01-02T01:00:00,9972.06,1.36,0.000422
TrendFollowing_v1.0_EURUSD_0,2026-01-02T02:00:00,9951.1,1.57,-0.002102
TrendFollowing_v1.0_EURUSD_0,2026-01-02T03:00:00,9960.57,1.48,0.000951
TrendFollowing_v1.0_EURUSD_0,2026-01-02T04:00:00,9950.59,1.58,-0.001001
TrendFollowing_v1.0_EURUSD_0,2026-01-02T05:00:00,9946.78,1.62,-0.000383
TrendFollowing_v1.0_EURUSD_0,2026-01-02T06:00:00,9936.8,1.71,-0.001003
TrendFollowing_v1.0_EURUSD_0,2026-01-02T07:00:00,9975.6,1.33,0.003905
TrendFollowing_v1.0_EURUSD_0,2026-01-02T08:00:00,9977.32,1.31,0.000173
TrendFollowing_v1.0_EURUSD_0,2026-01-02T09:00:00,9958.21,1.5,-0.001915
TrendFollowing_v1.0_EURUSD_0,2026-01-02T10:00:00,9976.59,1.32,0.001845
TrendFollowing_v1.0_EURUSD_0,2026-01-02T11:00:00,9954.22,1.54,-0.002242
TrendFollowing_v1.0_EURUSD_0,2026-01-02T12:00:00,9960.37,1.48,0.000618
TrendFollowing_v1.0_EURUSD_0,2026-01-02T13:00:00,9923.32,1.85,-0.003719
TrendFollowing_v1.0_EURUSD_0,2026-01-02T14:00:00,9898.95,2.09,-0.002456
TrendFollowing_v1.0_EURUSD_0,2026-01-02T15:00:00,9904.83,2.03,0.000594
TrendFollowing_v1.0_EURUSD_0,2026-01-02T16:00:00,9921.44,1.87,0.001677
TrendFollowing_v1.0_EURUSD_0,2026-01-02T17:00:00,9926.82,1.81,0.000543
TrendFollowing_v1.0_EURUSD_0,2026-01-02T18:00:00,9926.51,1.82,-3.1e-05
TrendFollowing_v1.0_EURUSD_0,2026-01-02T19:00:00,9922.52,1.85,-0.000402
TrendFollowing_v1.0_EURUSD_0,2026-01-02T20:00:00,9895.16,2.13,-0.002757
TrendFollowing_v1.0_EURUSD_0,2026-01-02T21:00:00,9882.89,2.25,-0.00124
TrendFollowing_v1.0_EURUSD_0,2026-01-02T22:00:00,9875.77,2.32,-0.000721
TrendFollowing_v1.0_EURUSD_0,2026-01-02T23:00:00,9898.62,2.09,0.002314
TrendFollowing_v1.0_EURUSD_0,2026-01-03T00:00:00,9907.4,2.0,0.000887
TrendFollowing_v1.0_EURUSD_0,2026-01-03T01:00:00,9874.45,2.33,-0.003326
TrendFollowing_v1.0_EURUSD_0,2026-01-03T02:00:00,9882.83,2.25,0.000848
TrendFollowing_v1.0_EURUSD_0,2026-01-03T03:00:00,9877.19,2.3,-0.00057
TrendFollowing_v1.0_EURUSD_0,2026-01-03T04:00:00,9865.79,2.42,-0.001154
TrendFollowing_v1.0_EURUSD_0,2026-01-03T05:00:00,9879.84,2.28,0.001423
TrendFollowing_v1.0_EURUSD_0,2026-01-03T06:00:00,9902.18,2.06,0.002262
TrendFollowing_v1.0_EURUSD_0,2026-01-03T07:00:00,9922.61,1.85,0.002063
TrendFollowing_v1.0_EURUSD_0,2026-01-03T08:00:00,9907.94,2.0,-0.001478
TrendFollowing_v1.0_EURUSD_0,2026-01-03T09:00:00,9903.79,2.04,-0.000418
TrendFollowing_v1.0_EURUSD_0,2026-01-03T10:00:00,9912.34,1.96,0.000863
TrendFollowing_v1.0_EURUSD_0,2026-01-03T11:00:00,9933.66,1.74,0.002151
TrendFollowing_v1.0_EURUSD_0,2026-01-03T12:00:00,9926.12,1.82,-0.000758
TrendFollowing_v1.0_EURUSD_0,2026-01-03T13:00:00,9924.42,1.84,-0.000171
TrendFollowing_v1.0_EURUSD_0,2026-01-03T14:00:00,9904.45,2.03,-0.002013
TrendFollowing_v1.0_EURUSD_0,2026-01-03T15:00:00,9882.73,2.25,-0.002192
TrendFollowing_v1.0_EURUSD_0,2026-01-03T16:00:00,9900.77,2.07,0.001825
TrendFollowing_v1.0_EURUSD_0,2026-01-03T17:00:00,9929.61,1.78,0.002912
TrendFollowing_v1.0_EURUSD_0,2026-01-03T18:00:00,9930.16,1.78,5.6e-05
TrendFollowing_v1.0_EURUSD_0,2026-01-03T19:00:00,9952.08,1.56,0.002207
TrendFollowing_v1.0_EURUSD_0,2026-01-03T20:00:00,9961.27,1.47,0.000923
TrendFollowing_v1.0_EURUSD_0,2026-01-03T21:00:00,9950.41,1.58,-0.00109
TrendFollowing_v1.0_EURUSD_0,2026-01-03T22:00:00,9959.59,1.49,0.000923
TrendFollowing_v1.0_EURUSD_0,2026-01-03T23:00:00,9992.22,1.17,0.003276
TrendFollowing_v1.0_EURUSD_0,2026-01-04T00:00:00,9993.5,1.15,0.000128
TrendFollowing_v1.0_EURUSD_0,2026-01-04T01:00:00,10026.77,0.82,0.003329
TrendFollowing_v1.0_EURUSD_0,2026-01-04T02:00:00,9976.24,1.32,-0.005039
TrendFollowing_v1.0_EURUSD_0,2026-01-04T03:00:00,9994.64,1.14,0.001844
TrendFollowing_v1.0_EURUSD_0,2026-01-04T04:00:00,9998.38,1.1,0.000374
TrendFollowing_v1.0_EURUSD_0,2026-01-04T05:00:00,9994.4,1.14,-0.000398
TrendFollowing_v1.0_EURUSD_0,2026-01-04T06:00:00,9998.23,1.11,0.000384
TrendFollowing_v1.0_EURUSD_0,2026-01-04T07:00:00,9960.48,1.48,-0.003775
TrendFollowing_v1.0_EURUSD_0,2026-01-04T08:00:00,9958.1,1.5,-0.000239
TrendFollowing_v1.0_EURUSD_0,2026-01-04T09:00:00,9967.2,1.41,0.000914
TrendFollowing_v1.0_EURUSD_0,2026-01-04T10:00:00,9998.66,1.1,0.003156
TrendFollowing_v1.0_EURUSD_0,2026-01-04T11:00:00,9990.29,1.18,-0.000837
TrendFollowing_v1.0_EURUSD_0,2026-01-04T12:00:00,9976.14,1.32,-0.001417
TrendFollowing_v1.0_EURUSD_0,2026-01-04T13:00:00,9968.12,1.4,-0.000804
TrendFollowing_v1.0_EURUSD_0,2026-01-04T14:00:00,9988.37,1.2,0.002031
TrendFollowing_v1.0_EURUSD_0,2026-01-04T15:00:00,9996.93,1.12,0.000858
TrendFollowing_v1.0_EURUSD_0,2026-01-04T16:00:00,9988.34,1.2,-0.00086
TrendFollowing_v1.0_EURUSD_0,2026-01-04T17:00:00,10000.59,1.08,0.001227
TrendFollowing_v1.0_EURUSD_0,2026-01-04T18:00:00,10004.53,1.04,0.000394
TrendFollowing_v1.0_EURUSD_0,2026-01-04T19:00:00,10025.91,0.83,0.002137
TrendFollowing_v1.0_EURUSD_0,2026-01-04T20:00:00,10013.84,0.95,-0.001204
TrendFollowing_v1.0_EURUSD_0,2026-01-04T21:00:00,10009.28,1.0,-0.000455
TrendFollowing_v1.0_EURUSD_0,2026-01-04T22:00:00,10003.43,1.05,-0.000584
TrendFollowing_v1.0_EURUSD_0,2026-01-04T23:00:00,9976.15,1.32,-0.002727
TrendFollowing_v1.0_EURUSD_0,2026-01-05T00:00:00,9984.06,1.25,0.000792
TrendFollowing_v1.0_EURUSD_0,2026-01-05T01:00:00,9991.27,1.17,0.000722
TrendFollowing_v1.0_EURUSD_0,2026-01-05T02:00:00,9993.37,1.15,0.00021
TrendFollowing_v1.0_EURUSD_0,2026-01-05T03:00:00,9990.68,1.18,-0.000269
TrendFollowing_v1.0_EURUSD_0,2026-01-05T04:00:00,9964.39,1.44,-0.002631
TrendFollowing_v1.0_EURUSD_0,2026-01-05T05:00:00,9958.0,1.5,-0.000641
TrendFollowing_v1.0_EURUSD_0,2026-01-05T06:00:00,9953.17,1.55,-0.000485
TrendFollowing_v1.0_EURUSD_0,2026-01-05T07:00:00,9939.19,1.69,-0.001405
TrendFollowing_v1.0_EURUSD_0,2026-01-05T08:00:00,9937.97,1.7,-0.000123
TrendFollowing_v1.0_EURUSD_0,2026-01-05T09:00:00,9947.99,1.6,0.001008
TrendFollowing_v1.0_EURUSD_0,2026-01-05T10:00:00,9987.51,1.21,0.003972
TrendFollowing_v1.0_EURUSD_0,2026-01-05T11:00:00,9992.99,1.16,0.000549
TrendFollowing_v1.0_EURUSD_0,2026-01-05T12:00:00,10000.14,1.09,0.000715
TrendFollowing_v1.0_EURUSD_0,2026-01-05T13:00:00,10000.65,1.08,5.1e-05
TrendFollowing_v1.0_EURUSD_0,2026-01-05T14:00:00,9964.27,1.44,-0.003638
TrendFollowing_v1.0_EURUSD_0,2026-01-05T15:00:00,9965.74,1.43,0.000147
TrendFollowing_v1.0_EURUSD_0,2026-01-05T16:00:00,9968.93,1.4,0.00032
TrendFollowing_v1.0_EURUSD_0,2026-01-05T17:00:00,10020.04,0.89,0.005126
TrendFollowing_v1.0_EURUSD_0,2026-01-05T18:00:00,10018.19,0.91,-0.000185
TrendFollowing_v1.0_EURUSD_0,2026-01-05T19:00:00,10026.23,0.83,0.000803
TrendFollowing_v1.0_EURUSD_0,2026-01-05T20:00:00,10027.54,0.82,0.000131
TrendFollowing_v1.0_EURUSD_0,2026-01-05T21:00:00,10006.11,1.03,-0.002137
TrendFollowing_v1.0_EURUSD_0,2026-01-05T22:00:00,10030.98,0.78,0.002486
TrendFollowing_v1.0_EURUSD_0,2026-01-05T23:00:00,10048.07,0.61,0.001704
TrendFollowing_v1.0_EURUSD_0,2026-01-06T00:00:00,10065.98,0.44,0.001782
TrendFollowing_v1.0_EURUSD_0,2026-01-06T01:00:00,10049.68,0.6,-0.001619
TrendFollowing_v1.0_EURUSD_0,2026-01-06T02:00:00,10079.89,0.3,0.003006
TrendFollowing_v1.0_EURUSD_0,2026-01-06T03:00:00,10053.64,0.56,-0.002604
TrendFollowing_v1.0_EURUSD_0,2026-01-06T04:00:00,10067.45,0.42,0.001374
TrendFollowing_v1.0_EURUSD_0,2026-01-06T05:00:00,10113.57,0.0,0.004581
TrendFollowing_v1.0_EURUSD_0,2026-01-06T06:00:00,10095.56,0.18,-0.001781
TrendFollowing_v1.0_EURUSD_0,2026-01-06T07:00:00,10086.14,0.27,-0.000933
TrendFollowing_v1.0_EURUSD_0,2026-01-06T08:00:00,10090.17,0.23,0.000399
TrendFollowing_v1.0_EURUSD_0,2026-01-06T09:00:00,10082.03,0.31,-0.000807
TrendFollowing_v1.0_EURUSD_0,2026-01-06T10:00:00,10052.78,0.6,-0.002901
TrendFollowing_v1.0_EURUSD_0,2026-01-06T11:00:00,10056.17,0.57,0.000337
TrendFollowing_v1.0_EURUSD_0,2026-01-06T12:00:00,10036.81,0.76,-0.001925
TrendFollowing_v1.0_EURUSD_0,2026-01-06T13:00:00,10048.33,0.65,0.001147
TrendFollowing_v1.0_EURUSD_0,2026-01-06T14:00:00,10031.86,0.81,-0.001639
TrendFollowing_v1.0_EURUSD_0,2026-01-06T15:00:00,10064.96,0.48,0.0033
TrendFollowing_v1.0_EURUSD_0,2026-01-06T16:00:00,10051.21,0.62,-0.001367
TrendFollowing_v1.0_EURUSD_0,2026-01-06T17:00:00,10046.74,0.66,-0.000444
TrendFollowing_v1.0_EURUSD_0,2026-01-06T18:00:00,10065.1,0.48,0.001827
TrendFollowing_v1.0_EURUSD_0,2026-01-06T19:00:00,10042.34,0.7,-0.002262
TrendFollowing_v1.0_EURUSD_0,2026-01-06T20:00:00,10048.91,0.64,0.000655
TrendFollowing_v1.0_EURUSD_0,2026-01-06T21:00:00,10077.19,0.36,0.002814
TrendFollowing_v1.0_EURUSD_0,2026-01-06T22:00:00,10046.81,0.66,-0.003015
TrendFollowing_v1.0_EURUSD_0,2026-01-06T23:00:00,10052.53,0.6,0.000569
TrendFollowing_v1.0_EURUSD_0,2026-01-07T00:00:00,10059.77,0.53,0.00072
TrendFollowing_v1.0_EURUSD_0,2026-01-07T01:00:00,10077.51,0.36,0.001764
TrendFollowing_v1.0_EURUSD_0,2026-01-07T02:00:00,10054.59,0.58,-0.002274
TrendFollowing_v1.0_EURUSD_0,2026-01-07T03:00:00,10030.05,0.83,-0.002441
TrendFollowing_v1.0_EURUSD_0,2026-01-07T04:00:00,10042.53,0.7,0.001244
TrendFollowing_v1.0_EURUSD_0,2026-01-07T05:00:00,10050.5,0.62,0.000794
TrendFollowing_v1.0_EURUSD_0,2026-01-07T06:00:00,10057.54,0.55,0.000701
TrendFollowing_v1.0_EURUSD_0,2026-01-07T07:00:00,10066.53,0.47,0.000893
TrendFollowing_v1.0_EURUSD_0,2026-01-07T08:00:00,10054.85,0.58,-0.00116
TrendFollowing_v1.0_EURUSD_0,2026-01-07T09:00:00,10061.53,0.51,0.000665
TrendFollowing_v1.0_EURUSD_0,2026-01-07T10:00:00,10069.44,0.44,0.000786
TrendFollowing_v1.0_EURUSD_0,2026-01-07T11:00:00,10057.07,0.56,-0.001229
TrendFollowing_v1.0_EURUSD_0,2026-01-07T12:00:00,10096.61,0.17,0.003932
TrendFollowing_v1.0_EURUSD_0,2026-01-07T13:00:00,10108.19,0.05,0.001148
TrendFollowing_v1.0_EURUSD_0,2026-01-07T14:00:00,10086.13,0.27,-0.002183
TrendFollowing_v1.0_EURUSD_0,2026-01-07T15:00:00,10101.39,0.12,0.001513
TrendFollowing_v1.0_EURUSD_0,2026-01-07T16:00:00,10083.72,0.3,-0.001749
TrendFollowing_v1.0_EURUSD_0,2026-01-07T17:00:00,10101.61,0.12,0.001774
TrendFollowing_v1.0_EURUSD_0,2026-01-07T18:00:00,10127.04,0.0,0.002517
TrendFollowing_v1.0_EURUSD_0,2026-01-07T19:00:00,10112.44,0.14,-0.001441
TrendFollowing_v1.0_EURUSD_0,2026-01-07T20:00:00,10133.95,0.0,0.002127
TrendFollowing_v1.0_EURUSD_0,2026-01-07T21:00:00,10144.34,0.0,0.001026
TrendFollowing_v1.0_EURUSD_0,2026-01-07T22:00:00,10163.05,0.0,0.001844
TrendFollowing_v1.0_EURUSD_0,2026-01-07T23:00:00,10203.64,0.0,0.003994
TrendFollowing_v1.0_EURUSD_0,2026-01-08T00:00:00,10200.67,0.03,-0.000291
TrendFollowing_v1.0_EURUSD_0,2026-01-08T01:00:00,10187.33,0.16,-0.001307
TrendFollowing_v1.0_EURUSD_0,2026-01-08T02:00:00,10171.25,0.32,-0.001579
TrendFollowing_v1.0_EURUSD_0,2026-01-08T03:00:00,10156.69,0.46,-0.001432
TrendFollowing_v1.0_EURUSD_0,2026-01-08T04:00:00,10157.15,0.46,4.6e-05
TrendFollowing_v1.0_EURUSD_0,2026-01-08T05:00:00,10166.11,0.37,0.000882
TrendFollowing_v1.0_EURUSD_0,2026-01-08T06:00:00,10173.77,0.29,0.000753
TrendFollowing_v1.0_EURUSD_0,2026-01-08T07:00:00,10192.64,0.11,0.001854
TrendFollowing_v1.0_EURUSD_0,2026-01-08T08:00:00,10194.94,0.09,0.000226
TrendFollowing_v1.0_EURUSD_0,2026-01-08T09:00:00,10226.62,0.0,0.003107
TrendFollowing_v1.0_EURUSD_0,2026-01-08T10:00:00,10223.25,0.03,-0.000329
TrendFollowing_v1.0_EURUSD_0,2026-01-08T11:00:00,10280.91,0.0,0.00564
TrendFollowing_v1.0_EURUSD_0,2026-01-08T12:00:00,10295.83,0.0,0.001451
TrendFollowing_v1.0_EURUSD_0,2026-01-08T13:00:00,10280.24,0.15,-0.001514
TrendFollowing_v1.0_EURUSD_0,2026-01-08T14:00:00,10260.28,0.35,-0.001942
TrendFollowing_v1.0_EURUSD_0,2026-01-08T15:00:00,10272.23,0.23,0.001165
TrendFollowing_v1.0_EURUSD_0,2026-01-08T16:00:00,10269.7,0.25,-0.000247
TrendFollowing_v1.0_EURUSD_0,2026-01-08T17:00:00,10286.42,0.09,0.001628
TrendFollowing_v1.0_EURUSD_0,2026-01-08T18:00:00,10298.21,0.0,0.001146
TrendFollowing_v1.0_EURUSD_0,2026-01-08T19:00:00,10298.77,0.0,5.4e-05
TrendFollowing_v1.0_EURUSD_0,2026-01-08T20:00:00,10283.39,0.15,-0.001494
TrendFollowing_v1.0_EURUSD_0,2026-01-08T21:00:00,10254.29,0.43,-0.00283
TrendFollowing_v1.0_EURUSD_0,2026-01-08T22:00:00,10247.18,0.5,-0.000693
TrendFollowing_v1.0_EURUSD_0,2026-01-08T23:00:00,10266.78,0.31,0.001913
TrendFollowing_v1.0_EURUSD_0,2026-01-09T00:00:00,10273.23,0.25,0.000628
TrendFollowing_v1.0_EURUSD_0,2026-01-09T01:00:00,10249.69,0.48,-0.002291
TrendFollowing_v1.0_EURUSD_0,2026-01-09T02:00:00,10255.29,0.42,0.000546
TrendFollowing_v1.0_EURUSD_0,2026-01-09T03:00:00,10265.24,0.33,0.000971
TrendFollowing_v1.0_EURUSD_0,2026-01-09T04:00:00,10249.15,0.48,-0.001568
TrendFollowing_v1.0_EURUSD_0,2026-01-09T05:00:00,10254.35,0.43,0.000507
TrendFollowing_v1.0_EURUSD_0,2026-01-09T06:00:00,10257.6,0.4,0.000316
TrendFollowing_v1.0_EURUSD_0,2026-01-09T07:00:00,10236.2,0.61,-0.002086
TrendFollowing_v1.0_EURUSD_0,2026-01-09T08:00:00,10245.57,0.52,0.000916
TrendFollowing_v1.0_EURUSD_0,2026-01-09T09:00:00,10259.11,0.39,0.001322
TrendFollowing_v1.0_EURUSD_0,2026-01-09T10:00:00,10283.39,0.15,0.002366
TrendFollowing_v1.0_EURUSD_0,2026-01-09T11:00:00,10307.12,0.0,0.002308
TrendFollowing_v1.0_EURUSD_0,2026-01-09T12:00:00,10280.78,0.26,-0.002555
TrendFollowing_v1.0_EURUSD_0,2026-01-09T13:00:00,10263.55,0.42,-0.001676
TrendFollowing_v1.0_EURUSD_0,2026-01-09T14:00:00,10276.18,0.3,0.00123
TrendFollowing_v1.0_EURUSD_0,2026-01-09T15:00:00,10288.79,0.18,0.001228
TrendFollowing_v1.0_EURUSD_0,2026-01-09T16:00:00,10301.45,0.06,0.00123
TrendFollowing_v1.0_EURUSD_0,2026-01-09T17:00:00,10382.88,0.0,0.007905
TrendFollowing_v1.0_EURUSD_0,2026-01-09T18:00:00,10396.82,0.0,0.001342
TrendFollowing_v1.0_EURUSD_0,2026-01-09T19:00:00,10422.51,0.0,0.002471
TrendFollowing_v1.0_EURUSD_0,2026-01-09T20:00:00,10444.48,0.0,0.002108
TrendFollowing_v1.0_EURUSD_0,2026-01-09T21:00:00,10460.17,0.0,0.001503
TrendFollowing_v1.0_EURUSD_0,2026-01-09T22:00:00,10455.67,0.04,-0.000431
TrendFollowing_v1.0_EURUSD_0,2026-01-09T23:00:00,10473.63,0.0,0.001718
TrendFollowing_v1.0_EURUSD_0,2026-01-10T00:00:00,10459.54,0.13,-0.001346
TrendFollowing_v1.0_EURUSD_0,2026-01-10T01:00:00,10456.68,0.16,-0.000274
TrendFollowing_v1.0_EURUSD_0,2026-01-10T02:00:00,10448.62,0.24,-0.000771
TrendFollowing_v1.0_EURUSD_0,2026-01-10T03:00:00,10452.42,0.2,0.000364
TrendFollowing_v1.0_EURUSD_0,2026-01-10T04:00:00,10502.9,0.0,0.004829
TrendFollowing_v1.0_EURUSD_0,2026-01-10T05:00:00,10465.77,0.35,-0.003535
TrendFollowing_v1.0_EURUSD_0,2026-01-10T06:00:00,10482.23,0.2,0.001573
TrendFollowing_v1.0_EURUSD_0,2026-01-10T07:00:00,10450.52,0.5,-0.003025
TrendFollowing_v1.0_EURUSD_0,2026-01-10T08:00:00,10442.74,0.57,-0.000744
TrendFollowing_v1.0_EURUSD_0,2026-01-10T09:00:00,10467.58,0.34,0.002378
TrendFollowing_v1.0_EURUSD_0,2026-01-10T10:00:00,10471.02,0.3,0.000329
TrendFollowing_v1.0_EURUSD_0,2026-01-10T11:00:00,10450.54,0.5,-0.001955
TrendFollowing_v1.0_EURUSD_0,2026-01-10T12:00:00,10437.68,0.62,-0.001231
TrendFollowing_v1.0_EURUSD_0,2026-01-10T13:00:00,10453.95,0.47,0.001559
TrendFollowing_v1.0_EURUSD_0,2026-01-10T14:00:00,10440.77,0.59,-0.001261
TrendFollowing_v1.0_EURUSD_0,2026-01-10T15:00:00,10447.38,0.53,0.000633
TrendFollowing_v1.0_EURUSD_0,2026-01-10T16:00:00,10450.42,0.5,0.000291
TrendFollowing_v1.0_EURUSD_0,2026-01-10T17:00:00,10438.89,0.61,-0.001103
TrendFollowing_v1.0_EURUSD_0,2026-01-10T18:00:00,10485.74,0.16,0.004488
TrendFollowing_v1.0_EURUSD_0,2026-01-10T19:00:00,10501.13,0.02,0.001468
TrendFollowing_v1.0_EURUSD_0,2026-01-10T20:00:00,10460.7,0.4,-0.00385
TrendFollowing_v1.0_EURUSD_0,2026-01-10T21:00:00,10466.7,0.34,0.000573
TrendFollowing_v1.0_EURUSD_0,2026-01-10T22:00:00,10454.94,0.46,-0.001124
TrendFollowing_v1.0_EURUSD_0,2026-01-10T23:00:00,10474.85,0.27,0.001905
TrendFollowing_v1.0_EURUSD_0,2026-01-11T00:00:00,10460.34,0.41,-0.001385
TrendFollowing_v1.0_EURUSD_0,2026-01-11T01:00:00,10460.03,0.41,-2.9e-05
TrendFollowing_v1.0_EURUSD_0,2026-01-11T02:00:00,10472.69,0.29,0.00121
TrendFollowing_v1.0_EURUSD_0,2026-01-11T03:00:00,10492.92,0.1,0.001932
TrendFollowing_v1.0_EURUSD_0,2026-01-11T04:00:00,10469.83,0.31,-0.002201
TrendFollowing_v1.0_EURUSD_0,2026-01-11T05:00:00,10464.92,0.36,-0.000469
TrendFollowing_v1.0_EURUSD_0,2026-01-11T06:00:00,10457.07,0.44,-0.00075
TrendFollowing_v1.0_EURUSD_0,2026-01-11T07:00:00,10445.5,0.55,-0.001107
TrendFollowing_v1.0_EURUSD_0,2026-01-11T08:00:00,10484.47,0.18,0.003731
TrendFollowing_v1.0_EURUSD_0,2026-01-11T09:00:00,10495.06,0.07,0.00101
TrendFollowing_v1.0_EURUSD_0,2026-01-11T10:00:00,10470.69,0.31,-0.002322
TrendFollowing_v1.0_EURUSD_0,2026-01-11T11:00:00,10492.01,0.1,0.002036
TrendFollowing_v1.0_EURUSD_0,2026-01-11T12:00:00,10538.64,0.0,0.004444
TrendFollowing_v1.0_EURUSD_0,2026-01-11T13:00:00,10562.51,0.0,0.002265
TrendFollowing_v1.0_EURUSD_0,2026-01-11T14:00:00,10532.52,0.28,-0.002839
TrendFollowing_v1.0_EURUSD_0,2026-01-11T15:00:00,10524.43,0.36,-0.000768
TrendFollowing_v1.0_EURUSD_0,2026-01-11T16:00:00,10553.2,0.09,0.002734
TrendFollowing_v1.0_EURUSD_0,2026-01-11T17:00:00,10540.37,0.21,-0.001215
TrendFollowing_v1.0_EURUSD_0,2026-01-11T18:00:00,10551.84,0.1,0.001088
TrendFollowing_v1.0_EURUSD_0,2026-01-11T19:00:00,10570.3,0.0,0.001749
TrendFollowing_v1.0_EURUSD_0,2026-01-11T20:00:00,10552.81,0.17,-0.001654
TrendFollowing_v1.0_EURUSD_0,2026-01-11T21:00:00,10553.67,0.16,8.1e-05
TrendFollowing_v1.0_EURUSD_0,2026-01-11T22:00:00,10487.36,0.78,-0.006283
TrendFollowing_v1.0_EURUSD_0,2026-01-11T23:00:00,10467.98,0.97,-0.001849
TrendFollowing_v1.0_EURUSD_0,2026-01-12T00:00:00,10464.78,1.0,-0.000305
TrendFollowing_v1.0_EURUSD_0,2026-01-12T01:00:00,10440.76,1.23,-0.002296
TrendFollowing_v1.0_EURUSD_0,2026-01-12T02:00:00,10476.93,0.88,0.003465
TrendFollowing_v1.0_EURUSD_0,2026-01-12T03:00:00,10449.06,1.15,-0.00266
TrendFollowing_v1.0_EURUSD_0,2026-01-12T04:00:00,10441.96,1.21,-0.00068
TrendFollowing_v1.0_EURUSD_0,2026-01-12T05:00:00,10446.77,1.17,0.000461
TrendFollowing_v1.0_EURUSD_0,2026-01-12T06:00:00,10478.98,0.86,0.003083
TrendFollowing_v1.0_EURUSD_0,2026-01-12T07:00:00,10450.98,1.13,-0.002672
TrendFollowing_v1.0_EURUSD_0,2026-01-12T08:00:00,10477.38,0.88,0.002526
TrendFollowing_v1.0_EURUSD_0,2026-01-12T09:00:00,10479.69,0.86,0.00022
TrendFollowing_v1.0_EURUSD_0,2026-01-12T10:00:00,10461.22,1.03,-0.001763
TrendFollowing_v1.0_EURUSD_0,2026-01-12T11:00:00,10472.98,0.92,0.001124
TrendFollowing_v1.0_EURUSD_0,2026-01-12T12:00:00,10479.24,0.86,0.000598
TrendFollowing_v1.0_EURUSD_0,2026-01-12T13:00:00,10468.76,0.96,-0.001
TrendFollowing_v1.0_EURUSD_0,2026-01-12T14:00:00,10472.31,0.93,0.00034
TrendFollowing_v1.0_EURUSD_0,2026-01-12T15:00:00,10466.34,0.98,-0.000571
TrendFollowing_v1.0_EURUSD_0,2026-01-12T16:00:00,10470.81,0.94,0.000427
TrendFollowing_v1.0_EURUSD_0,2026-01-12T17:00:00,10486.77,0.79,0.001524
TrendFollowing_v1.0_EURUSD_0,2026-01-12T18:00:00,10522.13,0.46,0.003372
TrendFollowing_v1.0_EURUSD_0,2026-01-12T19:00:00,10498.18,0.68,-0.002276
TrendFollowing_v1.0_EURUSD_0,2026-01-12T20:00:00,10545.07,0.24,0.004466
TrendFollowing_v1.0_EURUSD_0,2026-01-12T21:00:00,10506.01,0.61,-0.003704
TrendFollowing_v1.0_EURUSD_0,2026-01-12T22:00:00,10504.92,0.62,-0.000104
